Date,Open,High,Low,Close,Adj Close,Volume
2017-11-27,235.750000,236.880005,234.800003,235.110001,223.743851,1999600
2017-11-28,236.089996,240.000000,234.330002,239.410004,227.835953,3212900
2017-11-29,241.250000,244.470001,240.399994,241.360001,230.413528,4500000
2017-11-30,244.070007,250.789993,244.000000,247.639999,236.408676,6364600
2017-12-01,249.779999,250.679993,244.009995,248.949997,237.659302,4765400
2017-12-04,254.889999,254.899994,250.009995,250.649994,239.282181,3326100
2017-12-05,250.800003,251.350006,247.410004,248.330002,237.067413,2526800
2017-12-06,246.240005,248.080002,245.130005,245.949997,234.795334,2331400
2017-12-07,244.619995,249.479996,244.399994,248.559998,237.286972,2667000
2017-12-08,250.500000,250.679993,247.199997,250.350006,238.995804,1959100
2017-12-11,250.000000,251.399994,248.759995,250.130005,238.785751,1494200
2017-12-12,250.809998,258.200012,250.690002,257.679993,245.993362,3464200
2017-12-13,257.809998,260.500000,255.559998,255.559998,243.969498,3482300
2017-12-14,257.130005,259.549988,255.479996,255.479996,243.893143,3353200
2017-12-15,256.700012,258.970001,254.759995,257.170013,245.506516,5283400
2017-12-18,260.000000,262.000000,259.160004,260.019989,248.227188,2575600
2017-12-19,261.600006,261.799988,256.179993,256.480011,244.847763,2195500
2017-12-20,258.869995,259.089996,254.550003,255.179993,243.606720,2052400
2017-12-21,256.609985,262.089996,256.279999,261.010010,249.172333,3337800
2017-12-22,261.660004,262.140015,257.720001,258.970001,247.224838,2100600
2017-12-26,258.190002,259.200012,256.000000,257.720001,246.031525,1289300
2017-12-27,257.980011,257.980011,255.520004,255.949997,244.341812,1567900
2017-12-28,256.980011,257.000000,255.100006,256.500000,244.866882,1301000
2017-12-29,255.869995,256.649994,252.910004,254.759995,243.205765,2519300
2018-01-02,257.769989,257.910004,253.919998,255.669998,244.074509,2258300
2018-01-03,255.479996,256.140015,253.220001,253.289993,241.802444,2988200
2018-01-04,255.229996,259.720001,254.320007,256.829987,245.181931,2583200
2018-01-05,257.179993,257.489990,253.690002,255.520004,243.931305,2594700
2018-01-08,254.750000,255.179993,251.619995,251.809998,240.389572,2940500
2018-01-09,252.800003,255.600006,252.619995,253.940002,242.423004,2637300
2018-01-10,255.000000,255.149994,252.350006,254.330002,242.795273,2927200
2018-01-11,255.750000,255.889999,252.970001,255.130005,243.559021,2422400
2018-01-12,255.750000,257.299988,254.089996,257.029999,245.372833,2849200
2018-01-16,259.250000,261.769989,256.399994,258.459991,246.737976,4445500
2018-01-17,260.980011,262.000000,248.839996,253.649994,242.146133,8608100
2018-01-18,254.490005,254.539993,250.600006,250.970001,239.587692,4984500
2018-01-19,251.000000,256.140015,250.259995,256.119995,244.504105,4643400
2018-01-22,255.449997,262.869995,255.190002,261.519989,249.659195,5264700
2018-01-23,258.000000,260.260010,256.850006,260.089996,248.294052,4003600
2018-01-24,260.739990,265.779999,260.299988,265.679993,253.630508,4314000
2018-01-25,266.350006,270.500000,265.010010,269.029999,256.828522,5055000
2018-01-26,267.489990,269.000000,266.049988,268.140015,255.978958,3535400
2018-01-29,269.040009,273.790009,268.809998,272.480011,260.122101,3881100
2018-01-30,270.390015,272.000000,267.109985,268.940002,256.742615,3970400
2018-01-31,268.549988,270.000000,266.329987,267.890015,255.740326,3710200
2018-02-01,266.149994,272.589996,266.000000,272.230011,259.883423,3388200
2018-02-02,270.000000,271.750000,259.350006,260.040009,248.246338,5913900
2018-02-05,257.510010,263.299988,241.500000,249.110001,237.812027,6528500
2018-02-06,244.210007,258.750000,242.110001,258.700012,246.967102,6739900
2018-02-07,255.899994,261.950012,255.660004,257.100006,245.439636,4125000
2018-02-08,257.929993,258.779999,246.050003,246.350006,235.177200,4166200
2018-02-09,249.619995,251.669998,239.289993,249.300003,237.993439,5978600
2018-02-12,251.149994,256.149994,248.820007,253.160004,241.678360,3692500
2018-02-13,252.009995,256.399994,250.580002,255.529999,243.940872,2700500
2018-02-14,255.000000,262.709991,254.479996,262.579987,250.671051,3793800
2018-02-15,265.760010,268.000000,262.910004,267.679993,255.539780,3523100
2018-02-16,265.989990,269.279999,265.899994,267.619995,255.482513,2602500
2018-02-20,266.890015,268.850006,263.309998,264.890015,252.876358,2618400
2018-02-21,263.920013,270.000000,263.130005,263.399994,251.453918,3017900
2018-02-22,264.399994,266.320007,260.720001,261.429993,249.573273,2678900
2018-02-23,263.000000,266.980011,262.399994,266.769989,254.671082,2507100
2018-02-26,267.500000,271.779999,266.769989,271.260010,258.957428,2751400
2018-02-27,271.000000,273.119995,267.929993,267.929993,255.778442,3140600
2018-02-28,269.140015,269.489990,262.570007,262.929993,251.709854,3104300
2018-03-01,262.609985,263.549988,256.200012,256.779999,245.822266,3483500
2018-03-02,255.000000,259.239990,252.100006,258.119995,247.105118,3122800
2018-03-05,256.459991,264.549988,256.239990,263.119995,251.891724,2445800
2018-03-06,264.769989,267.869995,263.209991,266.929993,255.539139,2217300
2018-03-07,262.690002,266.429993,260.950012,265.350006,254.026566,2509400
2018-03-08,266.480011,268.100006,262.630005,266.339996,254.974319,2565400
2018-03-09,268.700012,271.089996,267.040009,270.769989,259.215271,4410600
2018-03-12,271.000000,275.309998,270.769989,273.380005,261.713928,3065600
2018-03-13,274.339996,275.029999,267.440002,268.529999,257.070862,2288100
2018-03-14,270.399994,270.779999,263.910004,264.429993,253.145813,2478700
2018-03-15,265.720001,269.000000,265.350006,266.609985,255.232773,2255200
2018-03-16,266.010010,269.850006,265.329987,267.600006,256.180511,4114400
2018-03-19,266.989990,267.500000,259.470001,262.529999,251.326889,2426900
2018-03-20,263.290009,264.640015,261.890015,263.190002,251.958771,1514800
2018-03-21,263.010010,266.489990,260.309998,261.850006,250.675934,2817600
2018-03-22,258.420013,260.820007,252.179993,252.600006,241.820663,4489300
2018-03-23,253.630005,253.990005,244.929993,245.259995,234.793869,3634200
2018-03-26,250.649994,255.360001,248.449997,254.880005,244.003357,3787200
2018-03-27,255.889999,257.059998,245.610001,247.259995,236.708511,2981500
2018-03-28,248.779999,251.229996,244.369995,249.369995,238.728500,2660200
2018-03-29,250.789993,252.979996,248.330002,251.860001,241.112228,3073900
2018-04-02,251.259995,252.600006,243.770004,247.350006,236.794678,3429900
2018-04-03,248.610001,250.889999,245.899994,250.580002,239.886856,2488200
2018-04-04,245.710007,253.220001,244.509995,252.619995,241.839783,2853200
2018-04-05,254.500000,258.000000,253.399994,255.809998,244.893661,1924800
2018-04-06,251.479996,255.339996,246.679993,249.970001,239.302902,3621900
2018-04-09,251.479996,257.500000,249.169998,252.190002,241.428162,3256700
2018-04-10,257.959991,259.890015,255.949997,256.570007,245.621246,3113900
2018-04-11,252.589996,254.830002,249.789993,252.940002,242.146149,3322000
2018-04-12,256.269989,260.730011,255.110001,259.589996,248.512360,3059100
2018-04-13,261.940002,262.500000,254.539993,255.919998,244.998978,3026200
2018-04-16,257.130005,260.660004,256.660004,257.880005,246.875351,3257400
2018-04-17,261.600006,262.250000,252.339996,253.630005,242.806717,10134400
2018-04-18,254.899994,257.019989,252.250000,254.000000,243.160904,4524800
2018-04-19,254.000000,256.160004,252.830002,254.169998,243.323654,3990000
2018-04-20,254.100006,255.679993,251.479996,251.960007,241.207962,2930600
2018-04-23,251.660004,252.750000,246.190002,246.669998,236.143707,3775900
2018-04-24,248.820007,249.149994,240.039993,242.490005,232.142090,4705100
2018-04-25,242.190002,242.460007,237.509995,239.229996,229.021210,5041400
2018-04-26,239.270004,241.660004,238.009995,240.089996,229.844498,2891100
2018-04-27,240.000000,241.929993,239.020004,239.800003,229.566879,2136800
2018-04-30,240.970001,243.070007,238.220001,238.330002,228.159622,2790500
2018-05-01,237.509995,237.899994,233.960007,236.669998,226.570450,3269800
2018-05-02,236.600006,237.910004,233.419998,234.050003,224.062256,3710900
2018-05-03,232.449997,234.000000,227.399994,233.410004,223.449539,4511400
2018-05-04,232.309998,236.789993,232.279999,234.940002,224.914276,2622300
2018-05-07,236.000000,238.169998,235.279999,237.199997,227.077820,1979400
2018-05-08,238.240005,240.660004,236.000000,237.000000,226.886337,3267000
2018-05-09,237.979996,242.050003,237.250000,241.729996,231.414520,2434000
2018-05-10,242.110001,245.419998,240.160004,243.440002,233.051559,2599000
2018-05-11,243.440002,244.910004,241.710007,242.919998,232.553741,1540100
2018-05-14,243.600006,245.880005,243.500000,243.910004,233.501511,1928500
2018-05-15,243.000000,243.949997,240.669998,241.559998,231.251755,2165700
2018-05-16,241.270004,241.839996,240.589996,240.960007,230.677368,1965200
2018-05-17,240.419998,242.440002,238.779999,239.100006,228.896759,2462700
2018-05-18,238.100006,238.740005,236.869995,237.000000,226.886337,2699000
2018-05-21,239.100006,240.070007,237.320007,237.699997,227.556488,1951700
2018-05-22,238.699997,240.699997,237.979996,238.000000,227.843658,2551500
2018-05-23,236.880005,237.869995,234.380005,237.809998,227.661804,3114000
2018-05-24,236.600006,237.169998,233.649994,236.100006,226.024796,2308700
2018-05-25,235.000000,236.119995,234.279999,235.009995,224.981293,1985600
2018-05-29,231.520004,232.470001,225.020004,227.029999,217.341827,5323600
2018-05-30,228.940002,229.669998,226.279999,229.160004,220.156708,3348600
2018-05-31,227.339996,228.110001,224.089996,225.880005,217.005569,5334900
2018-06-01,228.399994,230.250000,228.089996,228.350006,219.378540,3330900
2018-06-04,230.350006,231.149994,228.949997,229.889999,220.858032,2133600
2018-06-05,228.940002,229.339996,227.289993,228.339996,219.368912,1986200
2018-06-06,229.850006,232.580002,229.360001,232.229996,223.106079,2566400
2018-06-07,233.889999,235.919998,232.539993,233.449997,224.278152,2905000
2018-06-08,233.000000,234.270004,232.350006,233.389999,224.220520,2253100
2018-06-11,234.619995,235.160004,233.589996,234.089996,224.893021,1936800
2018-06-12,234.119995,235.229996,231.860001,232.630005,223.490356,2080000
2018-06-13,233.649994,238.229996,233.100006,233.830002,224.643219,3637400
2018-06-14,235.869995,235.889999,232.589996,233.649994,224.470291,2899600
2018-06-15,231.500000,233.149994,229.839996,231.919998,222.808258,4738100
2018-06-18,230.199997,231.669998,229.149994,231.389999,222.299088,2327500
2018-06-19,228.220001,229.039993,226.160004,228.320007,219.349716,3326600
2018-06-20,229.919998,229.940002,226.960007,227.820007,218.869354,2678300
2018-06-21,226.389999,228.429993,224.570007,226.979996,218.062347,3094600
2018-06-22,227.779999,230.500000,225.580002,226.020004,217.140076,2731800
2018-06-25,224.500000,225.139999,220.389999,221.539993,212.836060,3817700
2018-06-26,221.779999,222.800003,219.119995,221.580002,212.874512,2692900
2018-06-27,221.479996,225.470001,220.139999,220.179993,211.529510,3104200
2018-06-28,220.250000,224.660004,219.580002,223.419998,214.642212,3072600
2018-06-29,224.399994,225.169998,220.449997,220.570007,211.904221,3393700
2018-07-02,219.750000,223.339996,218.889999,223.259995,214.488525,1723200
2018-07-03,224.460007,224.639999,219.990005,220.380005,211.721634,1204400
2018-07-05,221.500000,222.139999,219.779999,220.740005,212.067535,2218200
2018-07-06,220.539993,223.199997,219.880005,221.789993,213.076263,1846400
2018-07-09,223.360001,228.199997,223.000000,227.990005,219.032669,2743900
2018-07-10,228.000000,228.869995,225.850006,226.850006,217.937469,2524800
2018-07-11,225.759995,227.250000,225.199997,225.660004,216.794205,2527000
2018-07-12,227.639999,227.800003,225.770004,227.220001,218.292938,2223100
2018-07-13,226.630005,228.619995,223.929993,226.410004,217.514755,2541500
2018-07-16,227.199997,231.440002,226.740005,231.440002,222.347168,3271200
2018-07-17,231.479996,233.229996,226.869995,231.020004,221.943634,9280200
2018-07-18,232.339996,233.720001,230.149994,231.240005,222.154984,6149900
2018-07-19,231.110001,231.990005,228.979996,229.630005,220.608261,4638500
2018-07-20,229.009995,232.050003,228.800003,231.690002,222.587311,2683500
2018-07-23,231.800003,234.860001,231.720001,233.759995,224.575974,2788500
2018-07-24,234.750000,237.479996,234.339996,235.880005,226.612671,2887400
2018-07-25,235.009995,236.850006,233.949997,236.690002,227.390869,2181500
2018-07-26,237.000000,238.339996,236.429993,237.110001,227.794342,1885500
2018-07-27,237.960007,238.800003,235.990005,237.639999,228.303543,1998200
2018-07-30,238.000000,239.729996,236.889999,238.949997,229.562057,2454100
2018-07-31,239.500000,239.500000,236.550003,237.429993,228.101776,2503700
2018-08-01,238.500000,239.399994,235.779999,236.039993,226.766373,2510500
2018-08-02,233.929993,235.210007,232.770004,233.990005,224.796967,2579700
2018-08-03,234.440002,235.520004,233.490005,234.089996,224.893021,3053100
2018-08-06,234.139999,236.979996,234.029999,235.929993,226.660706,2259600
2018-08-07,237.250000,239.460007,236.490005,237.830002,228.486084,2399500
2018-08-08,238.119995,239.160004,236.229996,236.369995,227.083435,2522400
2018-08-09,236.350006,236.850006,233.389999,233.779999,224.595200,2951900
2018-08-10,230.970001,231.460007,228.110001,229.610001,220.589035,3863400
2018-08-13,229.490005,229.889999,226.570007,226.860001,217.947067,2662700
2018-08-14,227.350006,230.369995,227.300003,229.559998,220.540985,2359000
2018-08-15,229.350006,231.539993,228.309998,229.250000,220.243164,3218500
2018-08-16,230.669998,233.289993,230.449997,233.000000,223.845825,2438300
2018-08-17,232.509995,233.720001,231.639999,233.380005,224.210907,2107200
2018-08-20,234.130005,235.979996,234.080002,235.779999,226.516632,2604900
2018-08-21,235.289993,239.529999,235.289993,238.649994,229.273865,2437300
2018-08-22,237.889999,239.669998,237.580002,239.339996,229.936752,1870900
2018-08-23,239.050003,239.279999,235.839996,236.339996,227.054611,2064700
2018-08-24,237.360001,237.800003,234.699997,235.110001,225.872955,1948100
2018-08-27,236.990005,243.649994,236.559998,242.600006,233.068665,4106900
2018-08-28,243.059998,245.080002,241.589996,242.369995,232.847702,2951000
2018-08-29,242.050003,242.789993,240.309998,241.399994,232.683838,1911700
2018-08-30,240.800003,241.119995,238.679993,239.399994,230.756058,1963700
2018-08-31,238.940002,239.350006,237.119995,237.809998,229.223480,1965500
2018-09-04,237.759995,238.119995,234.589996,237.660004,229.078873,2083500
2018-09-05,237.009995,239.449997,236.169998,237.559998,228.982483,2092000
2018-09-06,237.000000,238.630005,233.880005,234.520004,226.052261,2651400
2018-09-07,235.050003,235.639999,232.679993,233.910004,225.464279,1952900
2018-09-10,235.009995,235.500000,231.740005,231.910004,223.536499,1948100
2018-09-11,230.669998,231.649994,228.660004,230.210007,221.897888,2719400
2018-09-12,230.910004,231.990005,227.300003,228.149994,219.912247,3577700
2018-09-13,229.500000,229.850006,227.570007,228.330002,220.085754,3003600
2018-09-14,229.080002,230.550003,228.759995,229.240005,220.962906,2228300
2018-09-17,229.399994,230.160004,227.300003,227.889999,219.661667,1918800
2018-09-18,228.350006,229.399994,226.570007,228.889999,220.625565,2498100
2018-09-19,229.899994,236.279999,229.520004,235.580002,227.074005,3716500
2018-09-20,237.000000,238.509995,236.029999,237.399994,228.828278,2503000
2018-09-21,238.059998,238.520004,234.830002,235.339996,226.842651,3760300
2018-09-24,234.740005,235.740005,232.240005,232.899994,224.490753,2057000
2018-09-25,234.639999,234.639999,232.229996,232.500000,224.105194,2003200
2018-09-26,232.960007,233.000000,228.240005,228.880005,220.615906,2372700
2018-09-27,228.770004,229.850006,227.520004,227.740005,219.517059,2451500
2018-09-28,225.750000,227.399994,223.800003,224.240005,216.143463,3097800
2018-10-01,226.220001,227.589996,225.000000,225.330002,217.194092,2451300
2018-10-02,225.279999,226.330002,223.970001,226.070007,217.907364,2272700
2018-10-03,227.750000,229.770004,226.580002,227.779999,219.555618,2573900
2018-10-04,229.259995,231.399994,225.389999,227.479996,219.266434,2903600
2018-10-05,228.000000,228.410004,224.210007,225.710007,217.560364,1722400
2018-10-08,224.259995,226.919998,222.500000,225.350006,217.213364,2522900
2018-10-09,224.990005,225.119995,222.529999,222.910004,214.861450,1862900
2018-10-10,223.240005,223.639999,214.559998,214.889999,207.131042,3955500
2018-10-11,214.199997,216.029999,210.949997,212.970001,205.280365,6217400
2018-10-12,217.000000,217.979996,211.460007,213.869995,206.147858,4161300
2018-10-15,214.449997,217.139999,213.050003,215.220001,207.449127,3333800
2018-10-16,219.350006,222.000000,216.300003,221.699997,213.695145,5924200
2018-10-17,220.529999,228.899994,220.050003,228.279999,220.037552,4953700
2018-10-18,227.500000,228.729996,223.860001,224.949997,216.827789,2995400
2018-10-19,225.259995,228.300003,224.190002,226.960007,218.765228,2759100
2018-10-22,226.929993,228.869995,221.520004,221.600006,213.598770,2736800
2018-10-23,216.589996,219.520004,214.320007,218.559998,210.668518,3318200
2018-10-24,218.139999,218.929993,208.399994,209.179993,201.627197,4152700
2018-10-25,211.270004,215.690002,210.339996,214.009995,206.282806,3179700
2018-10-26,210.729996,214.800003,209.529999,212.360001,204.692383,3557900
2018-10-29,214.149994,218.210007,212.050003,214.490005,206.745483,3278200
2018-10-30,215.990005,220.350006,215.039993,219.279999,211.362518,3897400
2018-10-31,221.889999,229.000000,221.399994,225.369995,217.232635,4369600
2018-11-01,225.759995,228.880005,225.470001,226.970001,218.774872,2557600
2018-11-02,230.000000,231.690002,226.289993,229.690002,221.396652,3699000
2018-11-05,228.320007,231.100006,226.949997,228.720001,220.461655,2565200
2018-11-06,228.190002,229.520004,227.050003,228.199997,219.960449,2275600
2018-11-07,230.050003,232.800003,226.899994,231.279999,222.929230,3514300
2018-11-08,231.000000,234.059998,230.600006,231.649994,223.285889,2404800
2018-11-09,231.690002,231.690002,222.300003,222.649994,214.610840,3721700
2018-11-12,222.000000,222.309998,205.130005,206.050003,198.610229,11019400
2018-11-13,204.399994,209.589996,202.330002,205.050003,197.646317,6984800
2018-11-14,206.240005,207.339996,198.440002,202.490005,195.178757,5742500
2018-11-15,201.800003,204.500000,199.320007,203.740005,196.383621,4260000
2018-11-16,202.929993,204.740005,200.350006,202.119995,194.822113,2829600
2018-11-19,201.830002,202.300003,197.350006,198.220001,191.062927,3419100
2018-11-20,195.100006,195.889999,190.350006,191.339996,184.431335,5513800
2018-11-21,192.089996,195.240005,191.190002,192.600006,185.645859,4111700
2018-11-23,191.610001,191.869995,188.940002,189.100006,182.272232,1862600
2018-11-26,191.169998,195.229996,190.690002,194.339996,187.323013,3143300
2018-11-27,193.399994,194.619995,191.559998,193.649994,186.657944,2345400
2018-11-28,194.839996,198.449997,192.229996,198.350006,191.188232,3762900
2018-11-29,196.020004,197.449997,193.160004,194.850006,188.575195,2665700
2018-11-30,190.570007,191.449997,188.119995,190.690002,184.549164,6220000
2018-12-03,194.000000,195.660004,191.619995,191.630005,185.458893,4017000
2018-12-04,190.690002,191.110001,183.630005,184.309998,178.374619,5797500
2018-12-06,181.330002,184.880005,180.149994,184.089996,178.161682,5275500
2018-12-07,183.850006,186.250000,179.000000,179.669998,173.884018,3921200
2018-12-10,178.600006,179.839996,174.679993,178.830002,173.071075,4528300
2018-12-11,182.149994,184.429993,175.449997,176.800003,171.106445,4713900
2018-12-12,178.500000,180.000000,176.479996,176.699997,171.009674,3677300
2018-12-13,177.830002,178.690002,175.119995,175.919998,170.254791,4008600
2018-12-14,174.339996,176.259995,172.369995,172.770004,167.206238,5078300
2018-12-17,169.399994,171.429993,166.529999,168.009995,162.599518,8395800
2018-12-18,169.779999,173.020004,169.320007,171.500000,165.977127,5150800
2018-12-19,171.589996,174.850006,167.600006,169.250000,163.799591,5316100
2018-12-20,168.389999,171.649994,167.160004,168.410004,162.986649,6488200
2018-12-21,168.250000,169.630005,159.419998,160.050003,154.895859,8960000
2018-12-24,159.000000,160.000000,154.309998,156.350006,151.315002,3783500
2018-12-26,157.000000,163.110001,151.699997,162.929993,157.683105,7054700
2018-12-27,160.119995,165.410004,159.020004,165.410004,160.083252,4973000
2018-12-28,165.639999,165.949997,162.020004,163.029999,157.779892,4110500
2018-12-31,163.779999,167.119995,163.779999,167.050003,161.670441,4550000
2019-01-02,164.330002,172.250000,163.350006,172.029999,166.490067,3999400
2019-01-03,170.660004,171.770004,168.289993,169.509995,164.051193,4060200
2019-01-04,172.990005,176.000000,171.100006,175.050003,169.412827,3788300
2019-01-07,175.229996,177.830002,172.270004,176.020004,170.351578,3152100
2019-01-08,177.779999,178.100006,172.899994,175.369995,169.722504,2692700
2019-01-09,176.100006,177.690002,174.910004,176.470001,170.787079,3321400
2019-01-10,175.660004,178.070007,175.500000,176.000000,170.332214,2808700
2019-01-11,175.100006,177.039993,172.419998,176.929993,171.232254,3182700
2019-01-14,174.520004,179.539993,174.100006,178.720001,172.964615,3361700
2019-01-15,178.320007,179.990005,176.399994,179.910004,174.116302,2911800
2019-01-16,187.000000,198.149994,185.600006,197.080002,190.733368,15194200
2019-01-17,195.949997,199.800003,192.830002,199.089996,192.678635,8177000
2019-01-18,200.380005,203.000000,196.910004,202.539993,196.017517,5650900
2019-01-22,200.500000,201.470001,195.919998,197.679993,191.314041,4648500
2019-01-23,197.550003,198.089996,194.529999,196.899994,190.559158,3410700
2019-01-24,196.220001,199.679993,195.759995,197.800003,191.430191,2631800
2019-01-25,199.830002,201.190002,199.419998,200.740005,194.275513,3275000
2019-01-28,197.990005,200.070007,197.100006,199.720001,193.288361,2369600
2019-01-29,199.000000,201.970001,197.869995,200.500000,194.043228,2694100
2019-01-30,200.899994,203.289993,199.649994,202.479996,195.959473,2773300
2019-01-31,200.100006,202.350006,196.949997,198.009995,191.633423,5604500
2019-02-01,198.000000,199.639999,196.539993,196.539993,190.210754,3174200
2019-02-04,195.800003,197.759995,194.789993,197.720001,191.352737,2400200
2019-02-05,198.119995,199.330002,196.860001,198.009995,191.633423,2601000
2019-02-06,197.179993,199.059998,195.830002,196.619995,190.288177,2063100
2019-02-07,195.279999,195.880005,191.050003,193.070007,186.852493,2948800
2019-02-08,191.720001,192.619995,188.220001,191.669998,185.497604,2757500
2019-02-11,192.880005,193.320007,191.070007,191.330002,185.168549,2056500
2019-02-12,193.050003,195.649994,193.000000,194.490005,188.226791,2392900
2019-02-13,195.919998,198.779999,194.600006,194.690002,188.420349,2757300
2019-02-14,192.210007,194.130005,189.440002,192.529999,186.329880,2865000
2019-02-15,193.210007,198.889999,193.100006,198.500000,192.107651,3065400
2019-02-19,196.660004,199.059998,195.610001,198.669998,192.272156,2558200
2019-02-20,198.729996,199.300003,197.509995,198.600006,192.204422,2266000
2019-02-21,198.970001,199.449997,195.050003,196.360001,190.036545,2785900
2019-02-22,196.600006,197.750000,195.199997,196.000000,189.688141,2626600
2019-02-25,198.000000,201.500000,197.710007,198.649994,192.252808,3032200
2019-02-26,198.470001,200.559998,196.550003,198.899994,192.494751,2499800
2019-02-27,198.500000,199.889999,197.119995,198.100006,192.494766,1804200
2019-02-28,198.039993,198.399994,196.009995,196.699997,191.134369,2964300
2019-03-01,198.750000,201.440002,197.429993,198.199997,192.591919,2580500
2019-03-04,198.809998,200.830002,194.149994,195.979996,190.434753,2683600
2019-03-05,195.850006,196.179993,193.000000,196.000000,190.454178,2338600
2019-03-06,195.899994,197.559998,194.529999,194.740005,189.229843,2247500
2019-03-07,193.130005,193.449997,190.080002,192.770004,187.315582,3567800
2019-03-08,190.399994,195.770004,189.710007,195.240005,189.715698,3162700
2019-03-11,197.229996,198.970001,195.729996,195.970001,190.425034,2669000
2019-03-12,196.000000,197.399994,195.690002,196.630005,191.066345,1977400
2019-03-13,197.750000,198.929993,196.520004,197.250000,191.668823,1904500
2019-03-14,197.320007,198.500000,196.699997,197.470001,191.882599,1482300
2019-03-15,197.160004,198.850006,196.850006,198.259995,192.650238,2985200
2019-03-18,199.179993,203.850006,198.919998,202.470001,196.741119,3354900
2019-03-19,204.880005,206.449997,200.779999,201.119995,195.429306,3284900
2019-03-20,200.330002,200.330002,193.970001,194.320007,188.821716,5033500
2019-03-21,192.899994,195.550003,191.750000,194.580002,189.074341,4031500
2019-03-22,192.669998,193.710007,187.779999,188.960007,183.613388,5703100
2019-03-25,189.330002,191.449997,186.500000,188.509995,183.176102,3751000
2019-03-26,190.029999,192.410004,188.690002,190.690002,185.294434,2910100
2019-03-27,190.600006,191.610001,188.740005,190.029999,184.653107,2343800
2019-03-28,190.740005,191.910004,189.289993,191.179993,185.770554,2343400
2019-03-29,192.679993,193.110001,191.139999,191.990005,186.557648,2632800
2019-04-01,194.000000,198.089996,193.610001,196.740005,191.173248,3562600
2019-04-02,196.240005,197.759995,195.399994,197.500000,191.911728,2247000
2019-04-03,199.250000,201.089996,198.539993,200.860001,195.176682,3227900
2019-04-04,200.800003,204.289993,200.500000,202.229996,196.507904,2582300
2019-04-05,203.380005,205.500000,202.059998,202.380005,196.653656,2447100
2019-04-08,202.789993,203.630005,201.179993,202.539993,196.809113,1891500
2019-04-09,201.229996,201.589996,198.860001,200.619995,194.943436,2400900
2019-04-10,201.800003,203.169998,200.270004,202.979996,197.236694,1907100
2019-04-11,204.229996,205.449997,201.570007,202.830002,197.090912,2802100
2019-04-12,207.000000,209.970001,206.369995,207.839996,201.959152,5096600
2019-04-15,204.110001,205.740005,199.699997,199.910004,194.253555,6617200
2019-04-16,199.619995,202.940002,199.240005,201.839996,196.128922,4852600
2019-04-17,201.960007,208.500000,201.779999,207.899994,202.017471,4195300
2019-04-18,207.089996,207.860001,205.149994,205.910004,200.083771,2874300
2019-04-22,205.119995,205.589996,204.139999,204.600006,198.810852,1591400
2019-04-23,204.250000,205.190002,202.740005,204.139999,198.363861,2120900
2019-04-24,203.000000,203.520004,199.729996,200.539993,194.865723,4606100
2019-04-25,199.699997,202.559998,199.100006,201.399994,195.701385,2075300
2019-04-26,201.729996,203.119995,200.320007,203.080002,197.333862,1543100
2019-04-29,203.500000,208.000000,203.270004,206.919998,201.065201,2997000
2019-04-30,206.940002,207.990005,204.149994,205.919998,200.093475,1833000
2019-05-01,206.399994,208.410004,204.029999,204.729996,198.937164,1981800
2019-05-02,204.429993,206.220001,203.119995,204.990005,199.189819,1514700
2019-05-03,206.009995,208.750000,205.669998,207.520004,201.648224,1897600
2019-05-06,202.800003,206.979996,201.710007,206.429993,200.589050,1927800
2019-05-07,203.339996,204.000000,201.009995,202.630005,196.896576,2839500
2019-05-08,201.399994,203.199997,200.800003,200.949997,195.264114,1817600
2019-05-09,199.509995,202.220001,197.910004,201.630005,195.924881,2333400
2019-05-10,200.979996,202.100006,198.990005,202.050003,196.333008,2089400
2019-05-13,197.899994,197.899994,194.000000,194.970001,189.453339,3605600
2019-05-14,194.990005,198.130005,194.899994,196.279999,190.726257,2463300
2019-05-15,194.639999,197.589996,193.419998,196.399994,190.842850,2271100
2019-05-16,196.630005,200.000000,196.619995,199.139999,193.505325,2008100
2019-05-17,196.300003,199.089996,196.300003,197.429993,191.843704,1928300
2019-05-20,197.089996,197.779999,195.570007,197.240005,191.659119,2483400
2019-05-21,198.660004,199.320007,198.000000,199.110001,193.476181,2327600
2019-05-22,197.440002,198.479996,195.460007,195.520004,189.987762,2427200
2019-05-23,193.000000,193.000000,189.559998,191.970001,186.538208,3184100
2019-05-24,192.889999,194.070007,191.679993,193.000000,187.539063,1637200
2019-05-28,192.000000,193.309998,189.389999,189.440002,184.079788,3040000
2019-05-29,187.740005,188.649994,184.919998,188.050003,183.552704,2815800
2019-05-30,188.089996,189.369995,186.009995,187.369995,182.888962,1919300
2019-05-31,184.770004,184.889999,182.309998,182.490005,178.125702,2640100
2019-06-03,181.699997,183.490005,180.729996,183.190002,178.808960,2857800
2019-06-04,186.179993,189.990005,185.710007,189.880005,185.338959,2420800
2019-06-05,190.100006,190.160004,187.009995,188.440002,183.933380,1967800
2019-06-06,188.059998,190.740005,187.309998,189.809998,185.270630,1653500
2019-06-07,189.880005,190.610001,188.520004,189.809998,185.270630,1838600
2019-06-10,191.399994,197.000000,191.399994,194.119995,189.477539,2372000
2019-06-11,195.300003,196.119995,193.509995,194.729996,190.072952,1632200
2019-06-12,193.610001,194.050003,189.830002,190.220001,185.670822,2058800
2019-06-13,190.410004,192.250000,190.070007,191.449997,186.871399,1411400
